name;title;lore;spell.0.id;spell.0.name;spell.0.description;spell.1.id;spell.1.name;spell.1.description;spell.2.id;spell.2.name;spell.2.description;spell.3.id;spell.3.name;spell.3.description;passive.name;passive.description
Ornn;Dieu de la forge volcanique;Ornn est le demi-dieu de la forge et de l'artisanat à Freljord. Avec comme seule compagne la solitude, il travaille dans sa forge enfouie au plus profond des cavernes de lave de l'Âtre-foyer. C'est là qu'il fond et purifie les métaux nécessaires à la création d'objets de qualité inimitable. Tandis que d'autres divinités – Volibear avant tout – s'immiscent dans les affaires des mortels, Ornn ne sort de son antre que pour remettre ces déités à leur place, avec son fidèle marteau ou les pouvoirs du volcan lui-même.;OrnnQ;Fracture magmatique;Ornn frappe le sol, créant une fissure qui blesse et ralentit les ennemis touchés. Après un court délai, une colonne de lave se forme au bout de la fissure.;OrnnW;Fournaise;Ornn avance en crachant des flammes. Les ennemis touchés par la dernière flamme deviennent fragiles.;OrnnE;Ruée ardente;Ornn fonce dans une direction en infligeant des dégâts aux ennemis qu'il traverse. Si Ornn percute un terrain pendant la ruée, l'impact crée une onde de choc autour de lui qui blesse et projette en l'air les ennemis.;OrnnR;Appel du dieu de la forge;Ornn invoque un énorme élémentaire à l'endroit ciblé. Cet élémentaire se déplace ensuite vers Ornn, de plus en plus vite. Les ennemis écrasés par l'élémentaire subissent des dégâts, sont ralentis et deviennent fragiles. Ornn peut relancer cette compétence pour se ruer vers l'élémentaire, le réorientant selon la direction de la collision. L'élémentaire redirigé projette en l'air les ennemis qu'il touche, en infligeant les mêmes dégâts qu'avant et en appliquant de nouveau l'effet Fragilité.;Forgeron ambulant;Ornn augmente tous ses bonus d'armure et de résistance magique.<br><br>Ornn peut dépenser des PO pour forger des objets non consommables n'importe où sur la carte.<br><br>De plus, il peut créer des chefs-d'œuvre pour ses alliés ou lui-même.
Pantheon;Lance éternelle;Autrefois l'hôte réticent de la Manifestation de la Guerre, Atreus a survécu à la mort de la puissance céleste qui l'habitait, refusant de succomber au coup qui arracha les étoiles mêmes des cieux. Avec le temps, il apprit à accepter le pouvoir de sa mortalité, et la résistance bornée qui y est associée. Atreus s'oppose désormais aux entités divines en tant que Pantheon, ressuscité parmi les mortels, et manie les armes de la Manifestation animées par sa volonté inébranlable sur le champ de bataille.;PantheonQ;Lance astrale;Pantheon donne un coup de lance ou jette sa lance dans la direction choisie.;PantheonW;Assaut martial;Pantheon se rue sur une cible, l'étourdissant et lui infligeant des dégâts.;PantheonE;Égide impénétrable;Pantheon lève son bouclier, devenant invulnérable aux attaques auxquelles il fait face, et donne des coups de lance en succession rapide.;PantheonR;Météore;Pantheon rassemble ses forces pour sauter dans les airs, puis il atterrit tel un météore à l'endroit choisi.;Ardeur mortelle;Après un certain nombre de compétences ou d'attaques, la prochaine compétence de Pantheon est renforcée.
Poppy;Gardienne du marteau;Runeterra ne manque pas de braves champions, mais peu peuvent se targuer d'être aussi tenaces que Poppy. Armée du légendaire marteau d'Orlon, faisant deux fois sa taille, cette yordle déterminée cherche depuis d'innombrables années le « héros de Demacia », qui serait le dépositaire légitime de cette arme. En attendant, elle part inlassablement au combat, repoussant les ennemis du royaume à grands coups de marteau.;PoppyQ;Commotion;Poppy balance son marteau, infligeant des dégâts et créant une zone qui ralentira les ennemis et explosera après un délai.;PoppyW;Présence immuable;Poppy obtient passivement de l'armure et de la résistance magique. Ce bonus augmente quand il lui reste peu de PV. Poppy peut activer Présence immuable pour augmenter sa vitesse de déplacement et arrêter les ruées ennemies autour d'elle. Si elle arrête une ruée, l'ennemi est ralenti et inerte.;PoppyE;Charge héroïque;Poppy charge la cible et la repousse. Si la cible est repoussée contre un mur, elle est étourdie.;PoppyR;Verdict de la gardienne;Poppy canalise un coup de marteau qui projette les ennemis très loin.;Ambassadrice de fer;Poppy lance son écu et le fait rebondir sur sa cible. Poppy peut le ramasser pour obtenir un bouclier temporaire.
Pyke;Éventreur des abysses;Harponneur renommé des quais-abattoirs de Bilgewater, Pyke aurait dû trouver la mort dans le ventre d'une énorme créature marine… et pourtant, il est revenu. À présent, il écume les ruelles sombres de son ancien port d'attache, utilisant ses dons surnaturels pour assassiner brutalement les riches exploiteurs du peuple. Bilgewater, la ville des chasseurs de monstres, est devenue le terrain de chasse d'un monstre.;PykeQ;Harponnage;Pyke poignarde un ennemi devant lui ou attire un ennemi vers lui.;PykeW;Plongée spectrale;Pyke se camoufle et obtient un important bonus en vitesse de déplacement qui diminue sur la durée.;PykeE;Ressac fantôme;Pyke fonce dans une direction et laisse derrière lui un fantôme de noyé qui reviendra vers lui en étourdissant les champions ennemis sur son passage.;PykeR;Exécution abyssale;Pyke fonce sur les ennemis qui ont peu de PV et les exécute, ce qui lui permet de relancer ce sort et d'octroyer des PO supplémentaires à un allié qui l'assiste.;Don des noyés;"Quand Pyke n'est pas vu par les ennemis, il régénère les dégâts que les champions lui ont récemment infligés. Par ailleurs, Pyke ne peut pas augmenter ses PV max ; tous ses PV supplémentaires sont convertis en dégâts d'attaque."
Qiyana;Impératrice des éléments;Dans la ville d'Ixaocan, perdue dans la jungle, Qiyana complote pour obtenir au prix du sang le siège révéré des Yun Tal. Dernière dans l'ordre de la succession, elle affronte ceux qui sont sur son chemin avec une absolue confiance en elle et une maîtrise exceptionnelle de la magie élémentaire. La terre elle-même obéit à ses ordres et Qiyana se considère comme la plus grande élémentaliste de l'histoire d'Ixaocan. À ce titre, elle pense mériter, non une ville, mais un empire.;QiyanaQ;Courroux élémentaire/Lame d'Ixtal;Qiyana frappe avec son arme, infligeant des dégâts et un effet supplémentaire selon son élément.;QiyanaW;Terraforce;Qiyana se rue vers la zone ciblée et enchante son arme avec un élément. Ses attaques et ses compétences infligent des dégâts supplémentaires quand son arme est enchantée. ;QiyanaE;Audace;Qiyana se rue sur un ennemi et lui inflige des dégâts.;QiyanaR;Tour de force suprême;Qiyana envoie une onde de choc qui provoque une explosion en touchant un élément, ce qui étourdit et blesse les ennemis proches.;Privilège royal;La première compétence ou attaque de base de Qiyana contre un ennemi inflige des dégâts supplémentaires.
Quinn;Ailes de Demacia;Quinn est un chevalier-éclaireur d'élite de Demacia qui se spécialise dans les missions d'infiltration en territoire ennemi. Avec son aigle de légende, Valor, elle forme un duo inséparable dont les proies rendent souvent l'âme avant même de comprendre qu'elles affrontaient non pas un, mais deux héros demaciens. D'une grande agilité quand la situation l'impose, Quinn pointe son arbalète sur l'ennemi pendant que Valor survole le terrain et marque les cibles évasives, pour une efficacité meurtrière sur le champ de bataille.;QuinnQ;Assaut aveuglant;Quinn fait appel à Valor pour marquer un ennemi et limiter sa vision avant de blesser tous les ennemis proches.;QuinnW;Œil d'aigle;Confère passivement de plus grandes vitesses d'attaque et de déplacement à Quinn lorsqu'elle a attaqué un ennemi <font color='#FFF673'>vulnérable</font>. Activer pour que Valor révèle une large zone proche.;QuinnE;Salto;Quinn charge un ennemi, lui infligeant des dégâts physiques et réduisant sa vitesse de déplacement. Après avoir atteint sa cible, elle prend appui sur celle-ci, l'interrompt brièvement et se projette en arrière sur une distance équivalente à sa portée d'attaque max.;QuinnR;En territoire ennemi;Quinn et Valor s'unissent pour voler à grande vitesse. Mettre fin à la compétence lance Volée fatale, qui inflige des dégâts aux ennemis proches et rend les champions vulnérables.;Busard;Valor, l'aigle demacien de Quinn, marque périodiquement des ennemis, les rendant <font color='#FFF673'>vulnérables</font>. La première attaque de base de Quinn contre une cible <font color='#FFF673'>vulnérable</font> inflige des dégâts physiques supplémentaires.
Rakan;Charmeur;Aussi lunatique qu'il est charmeur, Rakan est un trublion vastaya tristement célèbre, et le plus grand danseur guerrier de l'histoire de la tribu Lhotla. Pour les humains qui vivent dans les hautes terres d'Ionia, son nom est depuis longtemps synonyme de festivals endiablés, de fêtes déraisonnables et de musique anarchique. Peu de gens savent cependant que cet histrion ambulant est également le partenaire de Xayah, la rebelle, dont il défend avec ferveur la cause.;RakanQ;Rémige rayonnante;Rakan tire une plume magique qui inflige des dégâts magiques. Frapper un champion ou un monstre épique permet à Rakan de soigner ses alliés.;RakanW;Entrée triomphale;Rakan fonce vers l'endroit ciblé, projetant en l'air les ennemis proches de son point d'arrivée.;RakanE;Valse guerrière;Rakan s'envole vers un champion allié en lui octroyant un bouclier. La compétence peut être relancée sans coût pendant un court instant.;RakanR;Danse ultime;Rakan augmente sa vitesse de déplacement, charme les ennemis touchés et leur inflige des dégâts magiques.;Plumes enchantées;Rakan gagne périodiquement un bouclier.
Rammus;Tatou blindé;Beaucoup l'idolâtrent, certains le méprisent, mais tous restent perplexes devant l'énigmatique Rammus. Protégé par une carapace cloutée, il inspire des théories de plus en plus variées sur ses origines : demi-dieu, oracle, simple bête transformée par la magie... Quelle que soit la vérité, Rammus n'est pas très bavard et ne s'arrête pour personne tandis qu'il parcourt le désert de Shurima.;PowerBall;Démolisseur;Rammus fonce comme une balle vers les ennemis, infligeant des dégâts et ralentissant les cibles touchées.;DefensiveBallCurl;Boule défensive;Rammus prend une posture défensive. Son armure et sa résistance magique sont grandement augmentées, les dégâts de Carapace cloutée sont augmentés et Rammus renvoie des dégâts aux ennemis qui lui lancent des attaques de base.;PuncturingTaunt;Provocation frénétique;Rammus provoque un champion ennemi ou un monstre, l'obligeant à s'acharner contre sa carapace. Il augmente aussi sa vitesse d'attaque pendant un court instant, mais ce bonus est prolongé quand n'importe quel autre de ses sorts est actif.;Tremors2;Frappe ascendante;Rammus bondit dans les airs et retombe violemment à l'endroit ciblé, ce qui inflige des dégâts magiques et ralentit les ennemis. Si Frappe ascendante est lancée alors que Démolisseur est actif, les ennemis près du centre de la zone sont également projetés dans les airs.;Carapace cloutée;Les attaques de base de Rammus infligent des dégâts magiques supplémentaires qui augmentent avec son armure.
Rek'Sai;Traqueuse du Néant;"Rek'Sai est une créature prédatrice – la plus imposante et la plus féroce de son espèce – qui se déplace sous terre pour surprendre ses proies. Sa faim insatiable a ravagé des régions entières de Shurima à l'époque où cet empire était encore florissant. Les marchands et les caravanes armées faisaient des détours de plusieurs kilomètres pour rester loin de ses terres. Dès lors que Rek'Sai vous a repéré, votre sort est scellé. Nul ne peut lui échapper ; elle est la mort qui surgit du sable.";RekSaiQ;Courroux de la reine/Sondeur explosif;Les 3 prochaines attaques de base de Rek'Sai infligent des dégâts physiques bonus aux ennemis proches.<br><br>Enfouie, Rek'Sai tire un projectile chargé en énergie du Néant qui inflige des dégâts aux ennemis touchés, en plus de les révéler.;RekSaiW;Enfouissement/Jaillissement;Rek'Sai plonge sous terre, gagnant de nouvelles compétences et augmentant sa vitesse de déplacement. La portée de sa vision est réduite et elle ne peut plus lancer d'attaque de base.<br><br>Enfouie, Rek'Sai peut utiliser Jaillissement pour projeter en l'air et blesser les ennemis proches.;RekSaiE;Morsure féroce/Tunnel;Rek'Sai mord sa cible, infligeant des dégâts bonus si sa jauge de Fureur est pleine.<br><br>Enfouie, Rek'Sai crée un tunnel durable et réutilisable. Les ennemis peuvent le détruire en se tenant sur l'une des entrées.;RekSaiR;Rush du Néant;Rek'Sai marque passivement ses cibles en leur infligeant des dégâts. Elle peut activer cette compétence pour devenir brièvement impossible à cibler et bondir sur une cible marquée, infligeant d'importants dégâts selon les PV manquants de cette cible.;Fureur des Xer'Sai;Rek'Sai génère de la Fureur avec ses attaques et quand elle frappe un ennemi avec une compétence de base. Quand elle est enfouie, elle consomme sa Fureur pour récupérer ses PV.
Rell;Vierge de fer;"Changée en arme vivante par les expériences brutales de l'académie de la Rose noire, Rell est aujourd'hui déterminée à détruire Noxus. Son enfance a été particulièrement horrible ; on lui a fait subir des choses atroces afin de perfectionner ses capacités magiques de manipulation du métal... jusqu'à ce qu'elle réussisse à s'échapper en tuant beaucoup de ses ravisseurs au passage. Désormais considérée comme une criminelle, Rell s'attaque aux soldats noxiens tout en recherchant les survivants de son ancienne « académie ». Bien qu'elle défende les faibles, elle tuera sans pitié ses anciens tortionnaires.";RellQ;Frappe dislocatrice;Rell inflige des dégâts magiques aux unités sur une ligne, brisant leurs boucliers et les étourdissant. ;RellW_Dismount;Ferromancie : Descendre en piqué;À cheval : Rell descend de cheval et s'abat au sol dans son armure, projetant dans les airs les ennemis et gagnant un solide bouclier. À pied, elle gagne de l'armure, de la résistance magique, de la vitesse d'attaque et de la portée d'attaque, mais elle est ralentie.<br><br>À pied : Rell recrée son destrier, gagnant un bref bonus de vitesse et projetant dans les airs le prochain ennemi qu'elle attaque.<br><br>;RellE;Joute endiablée;Passive : Rell gagne de la vitesse de déplacement en dehors des combats.<br><br>Active : Rell et un allié gagnent de la vitesse de déplacement croissante. Ce bonus est doublé en direction des ennemis et quand Rell et son allié se dirigent l'un vers l'autre. La prochaine attaque de Rell provoquera une explosion, infligeant des dégâts magiques.<br>;RellR;Tempête magnétique;Rell explose en une fureur magnétique, attirant violemment les ennemis proches. Elle attire ensuite continuellement les ennemis proches pendant un bref instant, leur infligeant des dégâts magiques sur la durée.;Mise en pièces;Les attaques et les compétences de Rell infligent des dégâts magiques bonus et volent de l'armure et de la résistance magique à l'impact.
